date,product_id,product_name,category,supplier_id,current_stock,max_stock_capacity,safety_stock,reserved_stock,avg_sales_7d,avg_sales_30d,avg_sales_90d,quantity_sold,number_of_orders,revenue,returns,supplier_lead_time,supplier_reliability,month,quarter,season,holiday_indicator,event_type,impact_score,region,future_demand
2023-09,P011,Azithromycin,Antibiotic,S010,268,7640,451,273,72,80,85,1680,790,30240,91,3,0.95,9,3,Autumn,0,Heat_Wave,40,Nabeul,3266
2023-11,P004,Cough Syrup,Respiratory,S007,2173,4364,718,78,115,131,119,3144,422,160344,45,14,0.88,11,4,Autumn,0,Cold_Wave,50,Sfax,3786
2025-04,P015,Salbutamol,Respiratory,S006,2043,5378,770,49,39,41,21,1435,462,67445,15,15,0.72,4,2,Spring,0,Heat_Wave,40,Bizerte,1065
2022-07,P008,Aspirin,Cardiology,S004,1256,4408,568,40,100,122,140,3782,906,79422,26,13,0.72,7,3,Summer,0,Flu_Outbreak,70,Bizerte,4465
2026-10,P007,Insulin,Diabetes,S006,1636,7056,438,293,111,108,121,4104,892,114912,6,20,0.72,10,4,Autumn,0,Allergy_Season,60,Beja,3379
2025-07,P010,Metformin,Diabetes,S009,3787,7912,594,25,66,66,58,1716,35,32604,9,8,0.75,7,3,Summer,1,Ramadan,30,Nabeul,2287
2026-05,P015,Salbutamol,Respiratory,S002,1710,6196,613,211,40,57,77,1710,774,66690,19,5,0.96,5,2,Spring,0,None,0,Tunis,1787
2026-10,P012,Nasal Spray,Respiratory,S007,1643,7889,379,17,63,74,80,2220,326,39960,91,11,0.93,10,4,Autumn,0,Heat_Wave,40,Sfax,2009
2024-11,P015,Salbutamol,Respiratory,S010,4276,4580,624,46,106,103,121,2472,605,143376,1,7,0.89,11,4,Autumn,0,None,0,Tunis,1895
2022-05,P002,Ibuprofen,Painkiller,S002,2100,7773,229,282,85,110,117,2750,85,49500,44,17,0.79,5,2,Spring,0,Virus_Outbreak,90,Beja,4297
2025-02,P001,Paracetamol,Painkiller,S001,1566,4919,682,55,90,99,104,3366,32,175032,76,10,0.94,2,1,Winter,0,Heat_Wave,40,Gabes,3221
2023-11,P005,Vitamin C,Supplement,S009,1339,4633,173,283,77,94,97,3760,457,206800,37,11,0.79,11,4,Autumn,1,Eid,25,Sousse,1947
2022-04,P002,Ibuprofen,Painkiller,S006,4420,4987,174,75,85,114,112,3762,184,210672,30,12,0.73,4,2,Spring,0,Flu_Outbreak,70,Sousse,4503
2026-03,P010,Metformin,Diabetes,S002,3031,5164,491,144,113,139,158,4726,882,160684,72,10,0.77,3,1,Spring,0,Flu_Outbreak,70,Bizerte,3329
2025-02,P002,Ibuprofen,Painkiller,S005,3608,4990,519,153,100,126,110,3276,403,78624,78,7,0.74,2,1,Winter,0,None,0,Nabeul,4347
2022-06,P007,Insulin,Diabetes,S007,1794,7703,615,245,94,115,119,2645,498,29095,40,6,0.87,6,2,Summer,0,Heat_Wave,40,Sousse,2912
2023-11,P002,Ibuprofen,Painkiller,S008,4859,4059,172,38,85,97,78,2619,652,41904,22,3,0.74,11,4,Autumn,0,Allergy_Season,60,Sfax,3936
2022-03,P001,Paracetamol,Painkiller,S004,4460,7545,234,31,97,112,114,2576,399,103040,71,15,0.83,3,1,Spring,0,Cold_Wave,50,Gabes,3812
2025-07,P001,Paracetamol,Painkiller,S008,4733,4423,597,149,32,34,34,1224,768,30600,70,13,0.98,7,3,Summer,1,Eid,25,Beja,1066
2022-06,P009,Omeprazole,Digestive,S007,4409,4932,544,175,79,80,73,2400,480,24000,18,15,0.94,6,2,Summer,0,Allergy_Season,60,Nabeul,2098
2022-05,P004,Cough Syrup,Respiratory,S008,3310,5695,420,243,92,105,85,2520,953,37800,67,20,0.79,5,2,Spring,0,Heat_Wave,40,Beja,4017
2026-08,P007,Insulin,Diabetes,S001,1975,6877,704,104,76,89,77,2581,132,33553,40,3,0.8,8,3,Summer,0,Flu_Outbreak,70,Sfax,2973
2025-08,P001,Paracetamol,Painkiller,S001,1379,4261,238,56,35,64,75,1408,235,83072,44,20,0.91,8,3,Summer,0,Flu_Outbreak,70,Sfax,1923
2026-02,P001,Paracetamol,Painkiller,S007,4867,6222,724,281,102,116,127,4292,219,210308,78,16,0.91,2,1,Winter,1,Ramadan,30,Bizerte,2238
2022-01,P004,Cough Syrup,Respiratory,S004,1786,7051,535,235,140,149,164,4619,937,69285,50,13,0.98,1,1,Winter,0,Heat_Wave,40,Sousse,4362
2022-03,P003,Amoxicillin,Antibiotic,S001,1801,5194,502,50,177,172,170,4816,500,134848,17,18,0.79,3,1,Spring,0,Virus_Outbreak,90,Bizerte,6257
2025-04,P010,Metformin,Diabetes,S003,1663,6855,335,20,69,80,74,1600,667,20800,64,18,0.98,4,2,Spring,0,Virus_Outbreak,90,Beja,1913
2025-09,P011,Azithromycin,Antibiotic,S007,3866,4107,217,113,141,170,158,4590,83,156060,75,3,0.88,9,3,Autumn,0,Virus_Outbreak,90,Bizerte,5995
2026-03,P006,Antihistamine,Allergy,S009,3154,6687,588,280,133,150,136,3600,175,50400,99,17,0.71,3,1,Spring,1,Eid,25,Bizerte,3742
2022-05,P010,Metformin,Diabetes,S006,1133,4690,280,17,106,114,103,3420,666,20520,48,3,0.82,5,2,Spring,0,None,0,Gabes,4262
2022-01,P013,Cetirizine,Allergy,S010,3431,4968,745,157,104,100,102,3700,350,55500,54,20,0.74,1,1,Winter,0,None,0,Gabes,3525
2024-10,P005,Vitamin C,Supplement,S007,4176,4970,703,267,70,74,60,1850,204,46250,42,11,0.83,10,4,Autumn,0,Heat_Wave,40,Nabeul,2374
2024-04,P007,Insulin,Diabetes,S001,4435,5654,273,18,116,117,116,3861,991,57915,17,18,0.89,4,2,Spring,0,None,0,Bizerte,2618
2023-11,P006,Antihistamine,Allergy,S003,4662,4004,400,121,20,11,14,231,417,9933,10,5,0.87,11,4,Autumn,1,Ramadan,30,Beja,581
2022-05,P012,Nasal Spray,Respiratory,S007,4618,5205,697,213,227,250,233,6250,973,243750,47,8,0.72,5,2,Spring,0,Virus_Outbreak,90,Beja,5737
2023-08,P003,Amoxicillin,Antibiotic,S009,1755,5885,352,209,174,165,147,5445,702,206910,30,16,0.88,8,3,Summer,0,Virus_Outbreak,90,Sousse,4475
2022-10,P006,Antihistamine,Allergy,S004,1466,4170,318,85,56,63,78,1449,530,85491,54,6,0.87,10,4,Autumn,0,Virus_Outbreak,90,Sfax,2027
2026-06,P004,Cough Syrup,Respiratory,S008,311,7810,437,115,95,93,106,2511,208,47709,0,5,0.74,6,2,Summer,0,Allergy_Season,60,Nabeul,1963
2023-08,P012,Nasal Spray,Respiratory,S005,2750,6751,453,247,136,157,147,3297,506,85722,45,4,0.87,8,3,Summer,0,Virus_Outbreak,90,Sousse,3889
2026-11,P012,Nasal Spray,Respiratory,S006,755,6680,319,205,192,209,192,5434,949,124982,98,17,0.75,11,4,Autumn,0,Flu_Outbreak,70,Gabes,6724
2025-09,P002,Ibuprofen,Painkiller,S009,1163,6913,522,107,21,29,18,638,728,35728,61,5,0.97,9,3,Autumn,0,Heat_Wave,40,Sousse,1133
2023-09,P006,Antihistamine,Allergy,S008,394,6376,308,18,133,155,136,3410,699,153450,75,12,0.77,9,3,Autumn,0,Allergy_Season,60,Beja,3407
2025-08,P002,Ibuprofen,Painkiller,S010,2368,4037,116,297,85,86,68,2236,238,134160,75,15,0.74,8,3,Summer,1,Eid,25,Tunis,1922
2025-08,P011,Azithromycin,Antibiotic,S008,4175,6911,319,157,112,136,151,5032,331,75480,1,11,0.9,8,3,Summer,0,Heat_Wave,40,Sfax,2693
2026-06,P006,Antihistamine,Allergy,S007,1685,6573,126,224,84,101,105,2323,60,60398,11,8,0.7,6,2,Summer,1,Eid,25,Gabes,2550
2026-03,P009,Omeprazole,Digestive,S002,1185,7263,537,101,84,91,109,1911,392,42042,96,7,0.84,3,1,Spring,0,Virus_Outbreak,90,Tunis,2891
2025-04,P004,Cough Syrup,Respiratory,S009,3671,4659,337,53,182,208,200,4784,344,71760,89,14,0.81,4,2,Spring,0,Virus_Outbreak,90,Gabes,5731
2022-04,P013,Cetirizine,Allergy,S009,574,7194,323,149,140,152,155,4256,598,34048,67,14,0.98,4,2,Spring,0,Allergy_Season,60,Nabeul,3349
2025-03,P013,Cetirizine,Allergy,S002,340,6628,635,196,148,146,152,4380,279,127020,69,3,0.91,3,1,Spring,1,Ramadan,30,Gabes,3484
2025-01,P012,Nasal Spray,Respiratory,S006,3965,7437,204,258,141,146,143,3650,598,211700,90,11,0.75,1,1,Winter,0,None,0,Tunis,4253
2022-10,P011,Azithromycin,Antibiotic,S010,4808,4452,673,27,96,110,130,3520,852,190080,70,9,0.78,10,4,Autumn,1,Eid,25,Gabes,3126
2022-01,P015,Salbutamol,Respiratory,S006,1285,4521,480,41,124,123,103,3567,182,35670,84,2,0.88,1,1,Winter,0,None,0,Bizerte,3743
2024-03,P004,Cough Syrup,Respiratory,S005,4645,4868,723,65,87,108,102,2592,926,106272,4,4,0.72,3,1,Spring,0,Heat_Wave,40,Gabes,3953
2024-05,P015,Salbutamol,Respiratory,S008,2558,6077,589,16,57,82,93,3034,562,69782,89,7,0.99,5,2,Spring,1,Ramadan,30,Gabes,1636
2025-12,P003,Amoxicillin,Antibiotic,S002,1121,6025,641,239,194,224,239,8064,638,48384,57,12,0.94,12,4,Winter,0,Flu_Outbreak,70,Gabes,5264
2024-10,P009,Omeprazole,Digestive,S001,1780,4523,170,213,88,114,128,2736,566,35568,70,5,0.88,10,4,Autumn,0,Allergy_Season,60,Bizerte,4194
2024-10,P008,Aspirin,Cardiology,S006,1395,5300,446,125,94,107,118,3852,728,192600,56,8,0.95,10,4,Autumn,0,Allergy_Season,60,Sfax,4142
2022-06,P007,Insulin,Diabetes,S003,4567,7133,773,53,49,47,59,1081,169,18377,91,14,0.85,6,2,Summer,0,Flu_Outbreak,70,Nabeul,1544
2023-07,P009,Omeprazole,Digestive,S007,3621,5698,129,257,60,59,66,1829,431,36580,18,7,0.94,7,3,Summer,0,Heat_Wave,40,Beja,1620
2026-08,P005,Vitamin C,Supplement,S005,3579,7708,105,63,64,92,77,3036,831,115368,90,4,0.77,8,3,Summer,1,Ramadan,30,Tunis,2671
2023-04,P008,Aspirin,Cardiology,S001,3696,4205,300,29,105,96,110,1920,360,107520,37,4,0.78,4,2,Spring,0,None,0,Beja,1825
2026-05,P007,Insulin,Diabetes,S008,1195,4561,221,266,26,24,27,696,906,6264,28,17,0.85,5,2,Spring,0,Allergy_Season,60,Sousse,836
2023-10,P015,Salbutamol,Respiratory,S004,656,5884,396,89,253,260,258,7020,235,189540,70,15,0.98,10,4,Autumn,0,Flu_Outbreak,70,Beja,5985
2023-09,P001,Paracetamol,Painkiller,S005,3044,5526,322,68,118,137,137,4521,801,45210,11,13,0.74,9,3,Autumn,0,Allergy_Season,60,Sfax,3080
2022-08,P011,Azithromycin,Antibiotic,S002,690,5377,644,74,43,43,48,1419,474,51084,9,11,0.8,8,3,Summer,1,Ramadan,30,Nabeul,1458
2024-12,P015,Salbutamol,Respiratory,S009,3030,6011,102,276,185,196,209,5096,618,25480,42,5,0.79,12,4,Winter,0,Flu_Outbreak,70,Sfax,7520
2024-02,P003,Amoxicillin,Antibiotic,S008,4909,7028,464,269,170,184,170,4784,51,234416,37,12,0.82,2,1,Winter,0,None,0,Tunis,3641
2024-06,P009,Omeprazole,Digestive,S007,4638,5113,406,175,74,84,65,2100,245,90300,87,18,0.77,6,2,Summer,0,Flu_Outbreak,70,Bizerte,2906
2022-03,P015,Salbutamol,Respiratory,S007,4682,7941,740,237,21,14,5,434,153,24304,64,6,0.94,3,1,Spring,1,Eid,25,Sfax,523
2025-07,P014,Diclofenac,Painkiller,S002,1871,6392,766,98,59,62,44,2046,488,36828,96,3,0.82,7,3,Summer,0,Flu_Outbreak,70,Sousse,2636
2023-05,P003,Amoxicillin,Antibiotic,S006,1661,4634,521,114,37,30,18,870,244,36540,18,17,0.78,5,2,Spring,0,Allergy_Season,60,Nabeul,933
2025-07,P015,Salbutamol,Respiratory,S004,1622,5207,692,17,82,109,101,3815,807,198380,62,5,0.7,7,3,Summer,1,Ramadan,30,Tunis,2568
2025-04,P007,Insulin,Diabetes,S010,2576,4062,192,188,98,121,117,3025,471,105875,0,8,0.84,4,2,Spring,0,Allergy_Season,60,Nabeul,3471
2026-05,P004,Cough Syrup,Respiratory,S001,3543,4450,614,290,153,181,196,4706,283,235300,86,2,0.93,5,2,Spring,0,Flu_Outbreak,70,Nabeul,6316
2023-03,P007,Insulin,Diabetes,S006,748,4501,783,19,20,45,39,1440,518,23040,52,8,0.75,3,1,Spring,0,None,0,Nabeul,1115
2025-05,P003,Amoxicillin,Antibiotic,S004,4305,4595,265,103,56,85,89,2720,941,27200,5,20,0.83,5,2,Spring,1,Eid,25,Tunis,2655
2024-05,P005,Vitamin C,Supplement,S005,4878,4941,349,31,85,110,91,3410,312,201190,41,12,0.74,5,2,Spring,1,Ramadan,30,Sfax,3933
2023-09,P002,Ibuprofen,Painkiller,S006,2080,5766,781,39,40,32,30,768,921,35328,69,12,0.75,9,3,Autumn,1,Eid,25,Sfax,1083
2026-07,P009,Omeprazole,Digestive,S006,4179,7207,183,192,99,93,87,2790,699,164610,21,20,0.98,7,3,Summer,1,Ramadan,30,Nabeul,3556
2023-08,P006,Antihistamine,Allergy,S009,924,6846,601,271,39,29,46,696,341,3480,84,15,0.88,8,3,Summer,1,Eid,25,Beja,735
2026-07,P013,Cetirizine,Allergy,S009,1987,6941,775,132,160,152,143,5776,52,300352,20,3,0.87,7,3,Summer,0,Allergy_Season,60,Sousse,4179
2023-08,P001,Paracetamol,Painkiller,S008,1108,5025,449,108,40,39,49,1248,430,74880,65,5,0.76,8,3,Summer,0,Cold_Wave,50,Sfax,1126
2022-10,P010,Metformin,Diabetes,S004,953,7410,578,143,41,67,66,2144,572,109344,60,13,0.82,10,4,Autumn,0,Flu_Outbreak,70,Nabeul,1823
2023-04,P010,Metformin,Diabetes,S009,1942,7436,219,148,30,24,25,792,812,11088,34,18,0.88,4,2,Spring,1,Ramadan,30,Beja,1114
2025-05,P009,Omeprazole,Digestive,S003,4642,7655,705,24,36,32,36,960,530,13440,64,2,0.93,5,2,Spring,0,Allergy_Season,60,Tunis,1357
2026-09,P004,Cough Syrup,Respiratory,S003,4473,7770,622,271,125,142,139,5254,606,42032,63,6,0.76,9,3,Autumn,0,Flu_Outbreak,70,Bizerte,5752
2026-06,P001,Paracetamol,Painkiller,S001,4720,6720,319,261,110,124,123,3472,713,34720,20,2,0.8,6,2,Summer,1,Eid,25,Gabes,4215
2026-04,P006,Antihistamine,Allergy,S006,3506,4934,550,128,145,166,150,6308,386,37848,30,18,0.87,4,2,Spring,0,Flu_Outbreak,70,Gabes,4122
2025-10,P011,Azithromycin,Antibiotic,S001,4684,7983,768,107,28,41,56,1517,136,21238,27,9,0.79,10,4,Autumn,1,Ramadan,30,Gabes,1451
2026-07,P007,Insulin,Diabetes,S010,1387,7025,594,182,36,65,83,2015,731,10075,51,13,0.75,7,3,Summer,0,Cold_Wave,50,Beja,2602
2026-01,P014,Diclofenac,Painkiller,S005,995,5555,627,227,85,113,101,4181,812,250860,69,18,0.88,1,1,Winter,1,Eid,25,Nabeul,3171
2023-08,P010,Metformin,Diabetes,S003,585,6896,463,45,112,109,93,3706,57,189006,9,13,0.94,8,3,Summer,1,Ramadan,30,Nabeul,2427
2022-11,P005,Vitamin C,Supplement,S009,1058,7799,591,185,116,128,126,4096,889,65536,93,11,0.76,11,4,Autumn,0,Cold_Wave,50,Beja,4724
2022-05,P010,Metformin,Diabetes,S010,2995,6032,255,286,48,52,49,1612,692,67704,28,15,0.98,5,2,Spring,0,Cold_Wave,50,Gabes,2200
2025-01,P006,Antihistamine,Allergy,S006,515,5455,475,148,52,46,64,1610,394,27370,80,20,0.85,1,1,Winter,0,Virus_Outbreak,90,Beja,1883
2024-06,P008,Aspirin,Cardiology,S007,4455,6565,657,131,76,79,62,1817,981,25438,97,5,0.94,6,2,Summer,0,None,0,Tunis,1890
2025-02,P011,Azithromycin,Antibiotic,S007,4496,7980,126,200,161,158,149,3950,682,75050,12,11,0.8,2,1,Winter,1,Ramadan,30,Bizerte,3923
2026-06,P007,Insulin,Diabetes,S009,349,5079,311,193,111,112,97,3696,729,51744,84,18,0.8,6,2,Summer,0,Cold_Wave,50,Sfax,3943
2023-06,P008,Aspirin,Cardiology,S004,1727,6215,395,31,37,61,62,2196,917,125172,91,18,0.95,6,2,Summer,0,None,0,Nabeul,1484
2023-11,P010,Metformin,Diabetes,S004,375,4153,337,155,42,46,46,1472,393,45632,0,18,0.7,11,4,Autumn,1,Eid,25,Gabes,1504
2024-11,P015,Salbutamol,Respiratory,S009,3270,6118,446,287,142,164,174,5412,561,86592,13,17,0.78,11,4,Autumn,0,Flu_Outbreak,70,Sousse,6036
2023-05,P010,Metformin,Diabetes,S009,4472,6413,416,113,115,144,132,5472,685,311904,1,6,0.8,5,2,Spring,0,Virus_Outbreak,90,Bizerte,4383
2026-06,P012,Nasal Spray,Respiratory,S001,4305,6850,264,291,133,162,177,6156,555,221616,73,14,0.72,6,2,Summer,0,Virus_Outbreak,90,Gabes,3344
2023-12,P002,Ibuprofen,Painkiller,S010,1857,5018,244,144,116,109,106,4251,301,153036,6,19,0.98,12,4,Winter,0,Allergy_Season,60,Tunis,3898
2022-03,P002,Ibuprofen,Painkiller,S010,2797,5505,433,136,89,81,99,2754,790,66096,96,10,0.88,3,1,Spring,0,Virus_Outbreak,90,Bizerte,2597
2022-10,P004,Cough Syrup,Respiratory,S009,2847,6689,111,97,209,230,210,5750,66,115000,92,8,0.98,10,4,Autumn,0,Virus_Outbreak,90,Beja,7753
2023-11,P014,Diclofenac,Painkiller,S008,3111,6723,163,154,82,80,86,3040,219,148960,18,11,0.84,11,4,Autumn,1,Ramadan,30,Beja,3060
2026-05,P010,Metformin,Diabetes,S009,4520,5488,675,73,51,77,90,1617,40,63063,62,8,0.81,5,2,Spring,0,Virus_Outbreak,90,Sousse,2541
2023-07,P004,Cough Syrup,Respiratory,S007,2036,4356,396,116,178,179,191,5012,667,220528,79,14,0.81,7,3,Summer,0,Flu_Outbreak,70,Bizerte,5620
2026-02,P008,Aspirin,Cardiology,S004,3155,7920,751,284,54,75,76,2250,873,92250,64,15,0.83,2,1,Winter,0,Virus_Outbreak,90,Sfax,1981
2022-12,P014,Diclofenac,Painkiller,S002,1166,7594,490,276,33,25,10,525,815,10500,55,14,0.77,12,4,Winter,0,Heat_Wave,40,Tunis,849
2023-04,P007,Insulin,Diabetes,S003,2298,5555,718,25,90,114,105,2850,259,62700,71,13,0.83,4,2,Spring,0,Allergy_Season,60,Gabes,4447
2023-02,P013,Cetirizine,Allergy,S010,944,4344,368,212,34,41,55,1312,586,53792,90,2,0.82,2,1,Winter,0,Virus_Outbreak,90,Sfax,1999
2024-03,P011,Azithromycin,Antibiotic,S005,4008,7371,254,40,175,190,183,6650,964,172900,52,15,0.98,3,1,Spring,0,Flu_Outbreak,70,Sfax,7491
2023-03,P007,Insulin,Diabetes,S004,3845,5786,390,26,52,65,61,2015,675,102765,31,20,0.83,3,1,Spring,1,Ramadan,30,Sousse,1641
2026-12,P006,Antihistamine,Allergy,S004,3503,7238,735,259,75,86,94,3182,695,35002,82,2,0.82,12,4,Winter,0,Flu_Outbreak,70,Gabes,2999
2022-04,P009,Omeprazole,Digestive,S006,1632,6730,680,40,119,135,155,4050,853,149850,94,13,0.9,4,2,Spring,0,Cold_Wave,50,Bizerte,3569
2025-07,P006,Antihistamine,Allergy,S002,1775,5874,640,293,32,44,41,1584,721,85536,45,16,0.72,7,3,Summer,0,Cold_Wave,50,Beja,1433
2022-06,P004,Cough Syrup,Respiratory,S001,2657,4219,398,53,54,46,39,1702,425,49358,25,12,0.72,6,2,Summer,0,Cold_Wave,50,Nabeul,1549
2025-02,P004,Cough Syrup,Respiratory,S010,1781,4962,569,185,127,143,127,4004,999,176176,26,18,0.77,2,1,Winter,0,None,0,Sousse,5215
2023-11,P001,Paracetamol,Painkiller,S006,3992,6667,746,80,21,50,33,2000,78,14000,80,4,0.71,11,4,Autumn,0,None,0,Bizerte,1181
2022-04,P008,Aspirin,Cardiology,S009,4347,6815,433,5,67,81,78,3240,414,25920,77,19,0.81,4,2,Spring,1,Eid,25,Nabeul,3218
2025-01,P013,Cetirizine,Allergy,S008,3580,6784,654,289,186,209,208,5643,655,152361,60,11,0.78,1,1,Winter,0,Allergy_Season,60,Sousse,7642
2024-12,P003,Amoxicillin,Antibiotic,S003,4590,5572,374,247,71,83,100,1909,749,93541,91,11,0.91,12,4,Winter,1,Ramadan,30,Nabeul,2346
2026-01,P007,Insulin,Diabetes,S004,591,5255,142,194,69,83,88,1743,805,92379,53,5,0.72,1,1,Winter,0,Allergy_Season,60,Tunis,2449
2025-04,P003,Amoxicillin,Antibiotic,S004,2577,7150,763,18,69,66,74,1452,634,8712,83,6,0.97,4,2,Spring,1,Eid,25,Beja,2367
2023-08,P011,Azithromycin,Antibiotic,S005,3740,4897,513,26,183,189,186,4725,236,236250,92,6,0.77,8,3,Summer,0,Flu_Outbreak,70,Gabes,4583
2024-04,P013,Cetirizine,Allergy,S008,2784,5358,764,94,248,270,257,10800,68,313200,75,20,0.89,4,2,Spring,0,Allergy_Season,60,Sousse,9425
2024-05,P004,Cough Syrup,Respiratory,S008,2613,7929,766,126,199,228,242,8208,367,238032,55,11,0.95,5,2,Spring,0,Virus_Outbreak,90,Sousse,5971
2022-03,P014,Diclofenac,Painkiller,S007,2438,4047,187,206,55,67,48,1809,291,65124,33,13,0.78,3,1,Spring,0,Allergy_Season,60,Sousse,2754
2025-08,P010,Metformin,Diabetes,S008,817,5307,171,132,117,113,96,2712,662,24408,56,16,0.85,8,3,Summer,0,Virus_Outbreak,90,Gabes,3145
2022-05,P014,Diclofenac,Painkiller,S001,929,6792,582,288,97,89,71,2759,79,140709,13,20,0.74,5,2,Spring,1,Ramadan,30,Gabes,3456
2024-03,P010,Metformin,Diabetes,S005,787,7468,199,59,55,61,72,1464,554,67344,93,17,0.88,3,1,Spring,1,Ramadan,30,Nabeul,2025
2025-09,P013,Cetirizine,Allergy,S009,1621,5069,496,245,39,51,58,1122,490,49368,30,20,0.77,9,3,Autumn,0,Cold_Wave,50,Beja,1150
2022-07,P001,Paracetamol,Painkiller,S007,316,6360,710,41,51,69,58,2001,41,118059,44,8,0.96,7,3,Summer,0,Virus_Outbreak,90,Sousse,2253
2023-08,P008,Aspirin,Cardiology,S010,1940,5426,163,263,109,103,116,3296,392,161504,91,7,0.97,8,3,Summer,1,Eid,25,Beja,3282
2025-12,P014,Diclofenac,Painkiller,S010,3360,7176,348,286,50,77,93,2926,76,166782,45,14,0.76,12,4,Winter,1,Ramadan,30,Tunis,2398
2023-05,P007,Insulin,Diabetes,S002,1718,7734,250,170,79,103,98,2266,116,131428,9,18,0.81,5,2,Spring,0,None,0,Beja,2340
2022-08,P014,Diclofenac,Painkiller,S009,4286,5448,442,196,21,11,5,308,510,9240,8,19,0.79,8,3,Summer,0,Allergy_Season,60,Beja,750
2023-04,P002,Ibuprofen,Painkiller,S001,761,6134,343,224,30,49,64,1323,791,50274,27,6,0.85,4,2,Spring,0,Allergy_Season,60,Sousse,1986
2026-09,P009,Omeprazole,Digestive,S002,3149,4227,216,19,37,46,39,1012,280,21252,90,14,0.8,9,3,Autumn,0,Allergy_Season,60,Nabeul,1609
2023-10,P003,Amoxicillin,Antibiotic,S006,3860,6382,663,183,73,68,48,1972,540,65076,43,7,0.94,10,4,Autumn,0,None,0,Sousse,1335
2023-12,P012,Nasal Spray,Respiratory,S010,4182,6873,636,242,158,163,162,4890,492,117360,9,2,0.94,12,4,Winter,1,Ramadan,30,Tunis,4403
2025-05,P002,Ibuprofen,Painkiller,S009,1968,4063,163,151,85,103,107,2369,843,82915,6,19,0.78,5,2,Spring,0,Allergy_Season,60,Gabes,4243
2024-06,P002,Ibuprofen,Painkiller,S002,2698,5218,483,163,105,110,125,2860,42,85800,28,6,0.89,6,2,Summer,1,Eid,25,Sfax,4003
2023-10,P012,Nasal Spray,Respiratory,S004,4718,6746,749,251,125,120,119,3480,158,80040,55,11,0.74,10,4,Autumn,0,Flu_Outbreak,70,Beja,3200
2026-10,P011,Azithromycin,Antibiotic,S008,3806,6327,646,251,72,74,61,2516,875,115736,51,4,0.76,10,4,Autumn,0,Allergy_Season,60,Tunis,1765
2024-08,P012,Nasal Spray,Respiratory,S009,4875,7743,165,147,31,37,40,1221,504,67155,58,2,0.77,8,3,Summer,0,Allergy_Season,60,Gabes,1448
2023-05,P009,Omeprazole,Digestive,S010,2271,7827,579,3,119,133,132,3591,375,211869,49,16,0.96,5,2,Spring,0,Allergy_Season,60,Nabeul,2821
2024-10,P013,Cetirizine,Allergy,S003,4588,4546,111,269,69,71,71,1491,983,65604,57,18,0.96,10,4,Autumn,0,Heat_Wave,40,Beja,2457
2025-01,P015,Salbutamol,Respiratory,S008,2675,6004,186,31,183,181,181,4525,493,144800,37,16,0.72,1,1,Winter,0,Flu_Outbreak,70,Sousse,5144
2023-10,P011,Azithromycin,Antibiotic,S001,913,6822,474,258,150,174,164,4176,176,154512,26,18,0.89,10,4,Autumn,0,Flu_Outbreak,70,Sousse,6620
2025-02,P012,Nasal Spray,Respiratory,S006,4769,5325,105,214,228,247,251,9386,428,187720,95,7,0.86,2,1,Winter,0,Virus_Outbreak,90,Sousse,7541
2026-07,P004,Cough Syrup,Respiratory,S005,503,4964,213,161,108,109,92,3270,144,179850,14,12,0.98,7,3,Summer,0,None,0,Nabeul,2192
2025-06,P009,Omeprazole,Digestive,S005,2390,6584,333,258,115,126,144,4662,601,251748,73,15,0.9,6,2,Summer,0,Allergy_Season,60,Tunis,4166
2026-10,P007,Insulin,Diabetes,S009,4386,4834,143,97,35,61,72,1952,952,9760,72,19,0.71,10,4,Autumn,0,Flu_Outbreak,70,Nabeul,1838
2026-04,P008,Aspirin,Cardiology,S009,4643,5038,601,239,38,40,56,920,570,34960,12,17,0.97,4,2,Spring,0,Allergy_Season,60,Gabes,887
2023-08,P010,Metformin,Diabetes,S010,2082,7394,717,180,119,148,160,4440,997,93240,49,4,0.93,8,3,Summer,0,Cold_Wave,50,Gabes,5190
2026-03,P003,Amoxicillin,Antibiotic,S001,2459,7310,169,2,100,109,91,3597,497,187044,60,19,0.82,3,1,Spring,0,Heat_Wave,40,Sfax,3936
2025-09,P015,Salbutamol,Respiratory,S004,1702,4105,735,262,189,206,213,6180,673,321360,92,10,0.82,9,3,Autumn,0,Flu_Outbreak,70,Tunis,6841
2026-04,P011,Azithromycin,Antibiotic,S002,2533,5640,704,188,51,68,73,2176,783,45696,1,19,0.77,4,2,Spring,0,None,0,Nabeul,2069
2026-06,P001,Paracetamol,Painkiller,S005,2886,7961,274,145,66,75,57,2400,244,124800,28,8,0.79,6,2,Summer,0,Allergy_Season,60,Nabeul,2339
2026-02,P015,Salbutamol,Respiratory,S008,4165,7090,136,259,143,148,165,5920,433,254560,2,7,0.75,2,1,Winter,0,None,0,Sfax,2844
2026-03,P007,Insulin,Diabetes,S001,4943,5060,703,17,48,68,75,2720,972,19040,42,2,0.82,3,1,Spring,0,None,0,Gabes,2064
2023-12,P003,Amoxicillin,Antibiotic,S010,2359,4596,169,293,185,210,192,7980,137,438900,13,10,0.83,12,4,Winter,0,Flu_Outbreak,70,Bizerte,5366
2023-10,P004,Cough Syrup,Respiratory,S010,3344,5850,485,269,197,192,201,6720,568,262080,93,17,0.86,10,4,Autumn,0,Virus_Outbreak,90,Nabeul,4218
